IDENTIFIER,probID,GSM152856,GSM152857,GSM152858,GSM152859,GSM152860,GSM152861,GSM152862,GSM152863,GSM152864,GSM152865,GSM152866,GSM152867,GSM152868,GSM152869,GSM152870,GSM152871,GSM152872,GSM152873,GSM152874,GSM152875,GSM152876,GSM152877,GSM152878,GSM152879,GSM152880
KDM6A,39703_at,3.857370277,5.240468931,4.633703872,6.304094152,5.15321677,5.720685111,3.44052753,5.26674818,5.753133379,4.326680278,6.312860499,4.380822767,5.429242533,5.196188444,1.791889488,5.353441299,5.623455915,5.608900295,5.607493243,6.065671826,5.452514038,5.185361861,5.772361639,6.327009759,4.61865301
HMGA1,39704_s_at,7.09308404,6.065713674,6.271493724,6.62623538,7.226200819,3.742458593,6.813646419,6.167440795,6.306702415,6.833931514,7.822780545,5.688485152,6.428058217,6.440885775,6.530877949,7.151954297,6.460597535,8.037499244,7.547607654,8.22058129,7.536690145,8.193730108,7.876370706,7.594736768,5.084769949
SIN3B,39705_at,7.83927485,8.077272679,8.156402793,7.784368487,7.933061591,8.413588242,8.085447688,7.935194986,7.915692151,7.985866444,7.98016944,7.152242925,7.314685637,7.662721879,7.936129867,7.558355752,7.118420823,8.121479623,7.828389536,7.973859548,7.690787163,7.646822658,7.567108101,7.765004777,7.761116453
CPNE3,39706_at,7.16509839,7.446966614,7.842863776,4.92962201,8.485326161,7.498709784,7.839516894,7.447155648,8.319360181,7.335233277,7.023750453,8.270689236,8.817948147,7.969107963,8.175173075,8.36800548,8.243115053,7.246715895,7.88276677,7.840859915,8.420296066,7.940051303,7.455086786,7.784249212,7.606754667
MTMR4,39707_at,7.214277996,6.871093795,7.424599475,7.548776774,7.328979404,6.633282305,6.699199479,7.65180326,7.79619125,6.555050018,7.231744809,7.122482207,7.677450823,7.403436877,7.313246602,7.268554685,7.042822238,7.196272326,6.451846358,6.918470144,7.530301455,7.067452273,7.298158169,6.841482305,7.01128104
STAT3,39708_at,9.339958078,9.486370198,8.799471219,9.319573874,8.858090392,8.918218071,8.216654608,9.686118973,9.191352465,9.108347127,8.567370378,9.556091531,10.22591191,9.529776665,8.525848725,8.787632154,8.379731401,9.510540413,9.459571869,9.90134308,9.877966469,9.782531211,10.05401725,9.551149794,9.76637292
SEPW1,39709_at,11.04467526,10.82365034,10.23917484,10.35917482,10.14119608,9.313563391,9.882913502,9.227872887,9.865641762,10.30229592,11.12562321,9.77965785,9.607161761,9.94724835,10.22047063,9.404830168,10.05401725,10.50501894,10.57580627,11.24821645,10.51490397,10.6315656,10.32030522,10.28414311,10.26551632
C5orf13,39710_at,8.000161129,8.119136436,8.901936428,8.10080432,10.03184067,7.390187273,9.607980098,7.250731426,7.749087591,7.406240628,7.88276677,7.629440069,7.527151205,6.959614037,10.17217184,8.932749055,9.860031508,7.459762767,8.877607932,7.757425551,7.426448336,7.749819102,7.360333963,7.728378832,8.621716766
PRKCSH,39711_at,8.572563346,7.871877451,9.219377066,8.405219075,9.019061208,8.684332851,9.203925135,8.753407525,8.699614594,8.690031526,8.952056632,8.490593479,9.218437538,8.734080388,9.171731621,8.465241304,8.865746409,9.10792746,9.062348573,8.785545455,8.564254584,9.037188047,8.488672308,8.613300909,8.614170752
S100A13,39712_at,6.853248414,8.304287709,6.603239256,8.205315374,4.479957867,8.41002504,4.588649792,8.233147101,7.854032675,7.554476795,7.933061591,7.297012545,8.145273389,8.082685302,6.293195292,6.443490367,6.645782237,7.455355118,7.509675793,7.822324502,7.811990616,7.27493986,6.482237365,6.845590855,6.49367845
KDM5B,39713_at,7.357574223,6.86789998,7.425484838,6.366455271,7.743141561,5.986691406,7.331986546,6.945832983,7.660016833,6.767962857,5.814554006,7.280235977,8.060056241,7.386944573,6.819411388,6.855636516,7.527151205,7.504967027,7.373056839,6.55045358,7.052145647,6.467229329,7.157722897,7.359910717,7.530469632
SH3BGRL,39714_at,7.355300352,8.547529264,7.234743357,6.677746748,6.726628258,6.234431704,6.520385696,7.150980333,5.975513027,5.822673275,6.427853068,6.485190482,5.836362616,6.318514097,5.795861408,5.659898356,6.720092713,6.704519759,7.399051194,8.052481351,8.159004849,6.793013676,7.814075086,6.861343967,6.691527469
CBX5,39715_at,6.520509463,6.728095103,7.392195503,6.178509406,6.682087266,6.518702505,7.361236762,7.016258749,7.154794762,6.497714785,6.580627278,6.682933686,7.456088322,6.72935856,6.715923689,7.210990711,7.363721707,7.263423006,7.391954915,7.488808693,6.931724352,7.979230022,7.08417485,7.61073267,6.596601795
MRPL33,39716_at,1.26212719,4.18463867,4.120605102,6.414941029,5.246543655,2.289467309,1.217009508,5.06130568,2.314810228,2.596377599,2.808469993,3.285382584,3.600728153,3.677556612,2.765258842,3.404746941,2.303378761,3.472199143,5.746882199,2.456972687,1.977539809,5.90248865,4.061819735,5.102942633,5.389930685
MRPL33,39717_g_at,10.74736926,10.49961963,9.50080373,10.60520597,8.945889857,9.981232082,8.754973005,10.3342536,10.06437903,9.787351792,9.981232082,10.01733188,9.309343826,10.20772001,8.462677482,9.367131674,9.082198821,10.38679768,10.44358516,9.94391392,10.68452172,9.351048492,10.04066131,9.5954821,10.79974142
MRPL33,39718_r_at,4.816123222,4.374068653,1.597583799,2.440792698,1.554175346,6.006044305,4.075814096,5.556140777,4.135791783,1.477381709,1.861059095,5.147620428,4.578839646,3.778025577,4.382364476,4.52767306,3.916269768,4.948427319,1.483512738,5.116089289,5.346983943,3.040589041,4.65274318,1.195060866,5.111502821
POMZP3,39719_at,6.289598105,4.758560657,3.446469986,1.659460149,7.50672216,4.193021852,6.89604859,5.929248268,7.619776877,6.739721604,7.384042275,7.799007685,7.639111215,6.915385316,6.215181687,6.558020689,6.336374763,4.001262442,4.489587202,6.418158324,7.017975032,6.28588714,6.276844978,5.793254372,6.630229469
POMZP3,39720_g_at,9.15970915,8.233622252,7.58733977,9.882913502,9.568835295,8.735284913,9.254740362,8.788597106,9.261561198,9.353519888,9.302091964,9.487853685,8.720800133,9.042420342,9.46528303,8.865425052,9.435356508,8.706917278,8.581076128,8.839563523,8.463061779,8.655198435,8.542459746,9.117729137,9.444531207
EFNB1,39721_at,8.611175806,8.649991492,8.18379176,9.56113093,8.395045771,7.915033809,8.565319968,8.408444869,7.939793345,8.412939569,8.76773493,7.483343929,7.986728696,8.123697899,8.147913494,8.424621917,8.722563684,8.504004919,8.648365722,8.80766588,8.305089939,8.330629238,8.275629497,8.366490761,8.197974535
RNF187,39722_at,9.662433748,9.683633823,9.778186663,10.10614758,9.982474506,10.82365034,10.0033815,9.76637292,10.57906309,10.84994385,10.51872537,10.20235891,10.75596418,10.75596418,9.979332367,9.679398677,9.444987035,10.35917482,10.05616562,10.17015623,9.74990774,10.21479742,10.23358494,10.24793846,9.839871684
CUL1,39723_at,9.169815942,8.850451378,9.410512942,8.74327128,8.799471219,8.792329939,8.471762155,8.969284888,9.067688897,8.498149808,9.130797191,9.235943434,8.784368187,8.881157363,8.883566225,8.992586355,9.061434471,9.277355406,9.557267488,9.173609618,9.254740362,9.572640935,9.114632267,8.955328504,9.4164362
CUL1,39724_s_at,7.325719918,7.492684516,6.682375393,3.73075367,6.383473055,6.866729724,6.495257702,6.059043411,7.12058066,6.448922429,7.408766426,7.348025975,7.072969356,7.031660148,7.08417485,6.864354331,6.689855917,7.457273086,6.728529572,7.538954559,7.534582053,7.312777075,7.137314118,7.389643477,7.298652724
RBM39,39725_at,7.084259113,7.973072845,7.764225741,7.490431248,7.585681743,7.889207331,8.848364454,6.965197161,7.794615241,6.786790829,6.701435363,7.457860478,7.11867083,8.264557426,8.505982497,8.664397088,8.980170178,7.312849789,7.524396544,6.976575112,7.54419663,7.586525377,7.520435434,7.155901328,7.739550421
GCG,39726_at,3.949908556,3.027500199,4.692921405,4.234593843,2.0615089,3.836715099,4.948427319,5.675766525,5.311632069,6.329147705,5.078180476,6.214627831,4.287045366,2.065836397,3.689738328,2.339142377,3.310120765,2.631789786,3.569157866,5.453338929,3.666985023,3.757729073,2.655741329,3.279656204,3.282204938
DUSP11,39727_at,7.667856176,7.884789574,8.054876232,7.170350138,8.41071758,8.42492276,8.391844929,8.301410685,8.754267203,8.239838466,5.426935135,8.416156585,8.663443585,8.351081857,8.19421335,8.712773094,8.796718862,7.296608895,7.601710042,7.218261507,8.269982723,7.716911223,7.611102019,7.408098093,7.462497111
IFI30,39728_at,9.225049643,9.108766795,10.67067712,11.56225708,9.103459554,9.488941449,8.829347427,10.15673665,9.289445555,9.773997559,9.329231977,9.648601635,8.943955821,9.634121484,9.548660815,9.51997864,10.3920384,10.60336396,9.782531211,9.981232082,9.94724835,9.151329689,9.475390589,9.095565717,10.08104522
PRDX2,39729_at,10.60824623,9.76637292,9.925644053,8.379731401,10.03399218,9.655384825,9.544582435,9.488941449,9.867190188,9.974553519,10.67067712,10.09551716,10.53568362,10.21479742,10.03728777,10.06743664,9.84536304,10.67067712,10.76021079,10.28414311,10.25866535,10.74736926,10.90424151,11.21466158,10.64320954
ABL1,39730_at,8.694597716,9.349362352,9.2163392,8.701571115,9.863856532,8.806331966,9.648601635,9.49447818,8.774276754,9.065634264,9.206011377,8.696008016,9.019061208,8.804364786,9.438507694,9.157880348,9.493383377,8.725027037,8.322739165,8.758666237,8.283533088,8.786752433,8.40091738,8.732370124,8.345949967
RBMX,39731_at,8.482791426,8.071364383,8.2348407,7.654095806,8.953663822,8.072591971,8.822332514,8.020939359,7.849785421,7.349007897,7.848259334,7.455750383,7.33805051,7.822780545,8.539350842,8.291301957,8.794071194,8.674403362,9.103086895,8.374003828,8.307912825,8.266278918,8.539638598,8.696480714,8.582395817
MAP7,39732_at,6.154247639,5.711383277,6.806196446,5.81007653,7.513143098,4.734110871,7.139939167,5.754458668,4.685061555,5.608470618,6.135350134,6.876697446,6.530877949,4.493398497,6.612249021,7.174654774,6.778842908,1.807668456,5.224823468,6.74451343,6.613154061,6.93345442,7.387557558,6.460597535,6.733781975
HERPUD1,39733_at,9.873024414,9.344358352,8.978460335,7.808324733,7.589272941,8.221280045,7.722414148,10.57580627,9.137374049,8.937315434,9.113541531,9.039652795,8.926228303,8.674403362,7.15754584,8.95954748,8.287737319,9.778186663,9.46060283,9.954939863,10.03469281,9.768276265,9.813230467,9.212178728,9.476756435
AIMP1,39734_at,6.773420703,5.9308907,7.003883857,5.66729167,7.054726309,6.268756061,6.934609623,6.126878209,6.378764362,5.244943183,2.652041692,6.757379925,6.869759788,6.797762966,6.42825216,6.135193027,6.696331877,6.366455271,6.230026301,6.741448701,6.810936134,6.363287005,5.542952267,6.156006396,6.254356314
NIT1,39735_at,6.884461595,6.526373644,4.535190419,5.44228213,5.254105335,8.268044894,5.604927253,7.047106212,7.868509011,7.975316517,4.950397123,7.800073331,8.160942594,8.258380898,5.220623755,6.9553065,7.846004761,6.932656416,6.899028305,7.126608436,6.639210006,6.817880752,6.349404037,7.626153477,6.623641762
CDC42,39736_at,3.594835537,5.602770636,3.80884667,2.478394297,3.292045949,5.852352097,3.586494054,3.99852276,3.789934648,4.645225296,4.113608467,5.372686614,5.045724922,3.658130561,3.320042902,2.457483388,4.113227489,3.700441556,3.512644393,4.101350816,3.863683444,3.861905541,2.065836397,4.18463867,3.555090201
M76729,39737_at,3.238377802,3.724369754,4.907554448,6.807500443,3.06840998,5.152492921,5.520009183,5.327409428,4.819464959,5.822673275,6.941023505,5.300305545,4.870625012,3.730962002,4.746261991,5.184991304,6.181661549,3.212622533,5.381527939,1.926066545,3.111232806,3.097691067,5.070162723,4.817031937,3.61496001
MYH9,39738_at,9.981232082,11.23552529,10.19863431,11.23076154,10.81632182,10.53802178,10.71999285,11.13011632,10.89489548,10.97507973,10.74365855,10.47681369,10.15166785,10.57310647,11.16020996,10.70301265,10.90424151,10.08441569,9.70813028,11.06818686,10.36856478,9.888713264,10.60824623,9.933086153,10.62820386
NACA,39739_at,11.44803082,11.9846311,12.06263923,9.747519908,12.36584376,12.25954188,12.64613983,12.28898812,12.23777178,11.90744858,11.55904141,12.00984398,10.8993756,12.16493653,12.25954188,12.35193004,12.19637833,11.77625238,12.0521271,11.61020043,11.99798427,11.42766889,11.77625238,11.6976509,11.61020043
NACA,39740_g_at,11.49743593,11.76953753,11.72159381,8.933169099,12.37783713,12.28898812,12.39770038,12.0521271,12.22775395,11.72159381,11.42174664,11.84185454,11.03368332,11.88564275,11.92177334,12.1238438,12.42644889,11.61957965,11.7919559,11.36653862,11.6479434,11.38867745,11.6976509,11.30952697,11.55904141
HADHB,39741_at,10.33771291,10.30229592,10.25286024,9.74240325,9.916320603,9.925644053,9.854016919,9.888713264,9.906533721,9.987409896,9.956676813,9.888713264,9.963684624,10.47681369,10.19376635,10.54864768,10.2747933,10.09941377,10.47964237,10.52614675,10.82830079,10.44668877,10.39668681,10.47681369,10.30508906
TANK,39742_at,4.247278262,6.440222893,5.92634927,7.004160069,5.468438836,6.231586484,5.473840596,6.515985932,5.677191494,5.643551975,6.012387087,5.503691528,5.922927212,5.766682895,5.815284128,4.734719941,6.758107328,4.774992737,4.177594942,6.19960881,5.261397458,6.075647279,6.235123516,5.840743076,5.350962004
C1orf123,39743_at,3.879360245,6.496366079,4.292458987,3.585825586,5.269210609,5.255022114,4.196834939,3.470987061,6.326690771,6.191577952,3.319766786,6.910782905,6.619923201,5.068618512,6.793086856,5.782625626,5.840939077,6.251123599,6.993099468,4.783912494,6.941365764,4.524223083,6.078394383,6.671860302,5.584393902
DDX3X,39744_at,8.621716766,8.4006348,7.841961805,7.254464492,7.937285045,8.02038309,7.480716025,7.762264738,8.128914824,7.657086701,6.600227948,8.353050538,7.978506518,8.024345575,7.621077682,8.269729892,8.111637258,8.447826668,7.259478717,8.535722369,9.007224434,8.023182659,8.297855447,8.267098291,8.405005664
OPA1,39745_at,3.542161572,6.721902064,5.384435189,3.483473942,3.993940658,6.807366918,5.965233189,6.221678132,6.858143355,5.958292734,4.063207352,6.664313568,6.018590351,5.125694101,4.537741537,5.982982195,7.126922941,6.765961247,5.942673182,6.249237026,6.604916506,6.627440895,5.936373839,6.933312644,5.272537718
POLR2B,39746_at,8.047258575,7.732797493,7.609495639,4.847719124,7.729121979,7.655535898,7.685118944,7.452617771,7.582331768,7.367925066,6.913937836,7.906938833,7.331820764,7.896701979,6.797362656,7.342327026,7.929250247,7.503945298,7.727398211,7.295051097,7.822324502,7.694262998,7.367752551,7.067452273,6.638690631
POLR2G,39747_at,8.794071194,8.104184219,7.935898148,6.278579972,7.317731098,8.575810689,7.882115316,7.862869069,8.340718758,7.721520812,8.517080394,8.577127488,8.965991957,8.638717331,7.783070289,8.092755406,7.341057471,8.452255454,8.696862426,8.047912318,8.254079884,8.800638377,8.682380532,8.941580836,8.960380033
SLC7A1,39748_at,6.212429071,7.068502467,7.429842458,6.865398373,7.516287357,6.971270706,7.606754667,8.130469089,7.152444889,7.558182065,7.367925066,8.318729773,8.565618773,7.321853784,7.504310547,7.554887955,7.514504609,7.306857734,7.630244647,7.690575589,7.9347477,7.732508186,7.080409092,7.775189153,6.949099333
PSMD4,39749_at,8.389490488,8.166368501,8.394530129,7.327116577,8.342643097,9.105483613,8.540136603,9.09758949,9.301516998,8.916111867,8.25241051,9.243288718,9.547060038,9.239168163,8.467643205,8.508782744,7.974680117,7.722414148,8.184804492,8.02752581,8.335017173,8.010078739,8.110590074,8.754973005,8.517348953
W61005,39750_at,7.509233072,9.060515648,7.396392239,9.203925135,7.538121526,7.911223709,7.692563739,7.687002265,7.679814652,8.335628432,8.058526496,7.741945094,7.840859915,7.854579824,7.525946309,7.19252798,7.922761838,7.784368487,6.435358363,7.709963938,7.613912975,7.046637057,7.231897656,7.184409297,7.698047822
ZDHHC3,39751_at,8.693048126,8.223736971,8.329907876,8.692225881,8.441446057,9.094074797,8.786752433,8.454972819,8.630573476,8.578464918,7.719134909,8.80766588,9.321774285,8.964809335,8.725515688,8.222831178,8.715605337,8.40589362,8.52369988,8.166850179,8.781799446,8.82580728,8.204171817,8.748212734,8.763892541
CYB561D2,39752_at,7.185319415,5.634510683,6.017622858,6.716798963,6.057319165,7.126922941,6.387713049,7.290912712,8.864756647,8.400276659,5.418384094,9.51997864,9.195466518,9.349362352,5.993542835,6.089112025,6.261642061,7.607993565,6.023431583,6.573110846,6.107424457,8.041539092,7.967529758,6.595115311,7.443672265
ITGA5,39753_at,7.133710579,9.306774966,7.638863582,6.316195791,5.432511018,7.051517322,5.593645332,8.216654608,5.898915145,7.310998542,6.816606241,5.217654882,5.597895226,6.850595594,6.334448477,7.678548369,5.60815911,7.983562325,5.361619762,7.549545626,7.759027808,6.887994299,7.740321295,7.626610869,5.845398466
ITGB5,39754_at,8.294787034,8.554486983,8.032507441,7.673676619,8.101320588,7.515751145,8.18752616,8.05700722,8.214804389,7.870531416,8.173652567,7.796502603,7.591757014,7.182142343,7.102167881,8.340433589,8.387691429,8.333466168,8.443322928,8.746779821,8.685877812,7.265037346,8.758015518,8.056399489,8.160942594
XBP1,39755_at,13.00009984,12.26972422,12.00984398,11.77625238,11.81749022,13.43642799,11.22690671,12.68391518,13.25990069,13.75795168,12.75838946,13.41925378,14.15238911,13.82363896,11.94293039,11.71501048,11.55904141,13.14624167,13.00009984,13.30813657,12.3013306,13.30813657,13.2921921,13.25990069,13.00009984
XBP1,39756_g_at,11.55333457,10.5656945,10.32323405,9.081655509,9.434653889,11.6014048,9.191720653,10.86840544,11.76372123,11.59125083,10.53802178,11.92177334,12.96688254,12.23777178,10.14998784,10.01830123,9.819747181,11.37172694,11.16020996,11.12562321,10.86372939,11.3334784,11.65762824,11.32066814,11.19922391
SDC2,39757_at,6.607849553,6.417566595,3.289573291,5.407428368,4.632546659,3.347261626,4.109515721,5.96813442,7.033471039,5.862708884,5.814554006,6.631097631,2.85487015,3.606947826,2.765258842,5.06605293,5.851892494,6.502642942,6.953604262,6.388742151,7.378257236,7.015091419,7.286059057,7.418593166,5.934626788
LAMP1,39758_f_at,10.62433363,11.16673189,11.11258145,13.84861851,11.12562321,11.40053358,10.63967774,11.33807928,11.00044933,11.30169034,10.47681369,11.35854605,12.22775395,11.42766889,11.40787945,11.14192057,11.30952697,10.57906309,10.40127337,10.99473306,10.85917313,10.1632873,10.41292409,10.16558374,10.48894214
QKI,39759_at,6.497113581,6.955925198,6.55045358,7.809306549,5.986400613,6.208335039,6.600410459,6.266302267,6.328711144,5.86815862,5.411331578,6.346974382,7.037235953,6.26096439,5.9876896,6.137066932,6.324644567,5.815762206,5.831969791,6.932203678,7.267093892,5.815523167,7.362985889,6.629531794,6.326103694
QKI,39760_at,5.944690663,7.26037962,6.708492553,7.865129763,6.165542601,3.980014725,6.174214813,7.337514947,6.725602569,5.745894564,6.653844283,6.19474233,5.502939628,4.51499469,5.391142274,5.604417046,6.356790123,5.564156148,4.040230916,6.858380111,7.390049342,6.497975082,6.099122927,3.90057384,5.414099921
AVL9,39761_at,6.076152903,4.335401087,3.861905541,4.485523253,4.427518196,3.612371047,4.207973324,3.907732585,6.001269875,4.152571871,6.238732584,6.553276722,6.829470627,4.358097271,3.96163776,6.919171794,6.458705281,6.205423335,7.513317626,7.166666289,6.946012361,5.559773095,7.128814145,7.074997344,5.402792695
ZMYM4,39762_at,7.04784985,7.465866731,7.868384306,8.355789502,7.995398908,7.923590424,8.074927357,7.52950066,6.850153755,7.715891025,7.900447743,7.703570339,7.466845953,7.759922851,8.809735451,8.588488047,8.634373771,7.758091929,6.846952825,7.620136291,7.908906368,6.277527456,7.966680243,8.191860493,8.066235836
HPX,39763_at,7.856506799,5.61229924,11.22690671,6.652917978,8.129911467,6.345107479,8.724538387,7.00526543,6.067085119,6.349009931,7.668665263,7.334553773,7.223207656,6.293039735,7.306323256,11.27479914,9.556091531,5.775579945,5.632950335,7.403436877,5.842860051,7.36575689,7.09321195,6.965197161,7.297195094
ACVR1,39764_at,6.182843486,6.653924592,6.649448053,5.777036988,6.773609791,6.438281141,5.609968009,6.875921029,6.183999907,6.85480061,7.459220024,6.418158324,6.708492553,6.799681371,6.473235668,6.258734014,5.968429026,4.935791381,2.223267796,5.977905964,5.922086799,6.248656476,5.57891491,6.080933005,5.539608512
TLN2,39765_at,7.509675793,7.754770956,7.842863776,8.076226001,8.036236359,7.622275536,8.293360946,8.198249792,7.499129412,7.821885511,7.651125816,7.677840929,7.586358828,7.946170964,8.517617512,8.149255169,8.153664375,7.629616131,7.824258796,8.070502682,7.242495715,7.990926592,7.769988526,8.154193414,8.292771946
POLR2K,39766_r_at,4.12169855,6.133696194,5.940614282,6.102650771,6.436184998,7.227077748,6.095968303,5.573606043,5.602205232,5.757798092,7.134927711,6.456882677,6.069933367,5.36483166,6.50033499,6.086527716,5.909564446,6.664143809,6.245380827,7.420850178,5.763778747,6.424967509,6.484752857,5.614554351,5.434586403
CCT8,39767_at,9.195985009,9.170674658,9.499108179,4.73567954,10.01321037,9.895417336,9.948253366,9.641553359,9.183117596,9.581235423,8.590259326,9.022661378,8.7784749,9.972812942,10.36527392,9.523896638,9.736268727,9.672655386,9.326702762,9.395141911,9.478444735,9.26025919,9.160697281,9.030218822,9.178231378
CNP,39768_at,5.571135745,3.470987061,3.374034362,4.792710132,3.197046976,5.843716326,5.247043488,5.749368888,5.778673965,4.585576718,3.704442617,5.404496552,4.951823383,3.835206582,2.256282522,4.037776017,2.12946927,4.272327634,6.069142172,5.013546253,3.653451447,4.041686097,2.847648863,5.477653874,5.31576283
CNP,39769_at,5.077583957,5.04908701,5.43145544,6.145820586,5.518861397,5.528915871,3.140774008,4.57559427,5.169420742,5.069770294,6.867726336,5.357734857,5.560541074,3.244967784,5.227455813,4.61046574,4.508378613,2.739153675,2.128240146,5.172833944,2.534772724,5.563009726,3.765887464,5.570233529,6.356220626
SMG7,39770_at,7.546797405,7.983562325,7.97092727,7.628566376,8.736337387,8.994687164,8.862024315,8.631711099,8.680238787,8.781799446,7.811096368,8.564254584,9.036285586,8.721245456,8.758666237,8.707993866,8.896172001,8.214999602,8.07422591,8.377926237,7.968305109,8.717269969,8.534506046,8.288796441,7.943400426
RHOBTB1,39771_at,4.823764034,5.859724691,6.651578223,7.805506128,3.472446817,5.528915871,6.691835235,5.23923766,4.422196919,5.351466003,6.33675474,5.955294491,4.560210797,4.083669717,7.591548149,7.12039421,6.356790123,3.030743122,3.816682217,5.924061911,5.918115262,3.513297075,3.515317372,3.369688952,4.753458216
ERI3,39772_at,7.357574223,7.617321694,7.520435434,8.799043373,7.590672107,6.345107479,8.291550499,7.499831429,7.803884549,8.084163214,8.58389538,7.595963175,7.995967849,7.780565457,5.079091952,7.46950206,8.222435315,8.390387215,8.207641339,8.14281934,7.783070289,7.77166687,8.242779536,8.094758009,7.734933088
C14orf1,39773_at,8.719803471,7.323695596,4.633703872,7.056504199,7.655320019,8.410431136,5.674961764,7.05171742,8.575810689,8.486718087,7.376448149,8.931071421,9.492054713,8.526163027,6.775197228,8.010247774,7.706369929,8.58535671,8.683672909,9.644325889,8.791705767,9.800655048,9.120583227,9.372128223,7.851432225
OXA1L,39774_at,8.317173247,8.070306907,8.131242976,8.143496083,7.811299742,8.377146413,8.028610105,7.850240772,8.296618304,8.18967541,7.644169518,8.133020033,8.221280045,7.985640804,7.848809433,7.971929256,7.958788841,8.297076505,8.332979749,8.51193888,8.190948923,8.288796441,8.477910727,8.383466983,7.631666125
SERPING1,39775_at,9.282190894,12.33023278,12.33023278,12.21694239,9.054223192,8.873432459,8.749825091,10.84264189,8.747477964,9.410512942,10.02266442,8.708709828,9.15970915,9.566446213,9.298596692,12.03957012,10.08303347,9.895417336,9.444531207,10.37424544,10.83204785,8.838299688,9.612138492,8.229534425,9.160697281
ULK2,39776_at,5.592371543,6.947206635,5.821961319,6.330480505,5.796233609,6.238073636,5.955931863,5.357284258,6.175798112,6.187326574,5.108148378,6.23321316,5.862562167,6.085082703,5.975293134,6.285811215,6.138225113,4.149062675,5.828903488,6.623870063,5.820092416,4.63132605,6.160077474,3.293143437,5.72413567
MYCBP2,39777_at,8.41576072,9.810852644,9.339958078,9.005501165,9.169815942,9.473980834,9.349362352,9.724379205,9.320682519,8.83309974,8.792329939,8.910902163,9.06434456,8.785955993,8.337828342,9.067271246,9.874346282,8.538565747,8.480471499,9.198508086,9.067688897,8.856814053,8.681750105,8.215556832,8.465004647
MGAT1,39778_at,8.526823461,8.093062741,9.545026211,9.764576049,9.43707795,8.587171535,9.321774285,8.832290156,8.309196271,8.274521486,9.104941184,8.583699974,8.425907666,8.577795585,8.934961073,8.618247394,9.086861373,8.937701429,8.617558773,8.929879048,8.757259641,8.865425052,9.003612594,8.925527881,8.509013134
TARBP1,39779_at,6.467670515,6.430109957,6.302320817,7.12039421,7.302263629,6.647766364,7.188663544,6.914961374,6.118051491,6.314872457,6.058069078,6.24881264,6.44847003,6.584581753,7.097732207,6.872639768,6.769364538,6.816793377,6.911785093,7.142973598,6.681575945,6.248656476,6.3236353,6.524918482,6.217536114
PPP3CB,39780_at,4.804943137,6.518702505,4.997430481,5.296586371,4.129752058,6.246041972,5.762368311,5.438823013,4.170453896,6.402943152,3.735295801,5.453465484,5.083557425,5.606761928,5.084317852,5.840743076,4.691729083,4.766025504,2.223267796,7.285094115,5.701249299,3.968353849,3.742458593,5.341846183,5.363021927
IGFBP4,39781_at,9.840826366,13.0135325,12.49342831,13.3731491,9.456924704,9.743460318,10.53143595,12.07328699,9.826705427,11.23552529,10.62820386,10.30229592,9.864476555,10.48434462,10.01321037,11.62675644,11.03368332,10.61093992,10.517385,11.74771672,11.61020043,10.25541693,10.6315656,9.526085149,9.74990774
C1D,39782_at,9.589963241,10.10411396,9.631030171,10.23668301,9.164417584,9.94391392,9.230464159,10.02946939,10.0033815,9.477193113,9.141194788,9.743460318,9.929065908,9.847224238,9.71315493,9.438507694,9.862414465,9.675468666,9.634121484,9.640082836,10.07604107,9.470708744,9.334879247,9.530229063,9.921664175
KIAA0100,39783_at,8.619662374,9.226835106,8.876048672,10.66228477,8.603674256,9.239168163,9.330324776,8.783096526,9.317077408,9.683633823,9.881309386,9.658310306,9.644325889,8.988631481,8.063736016,8.617009224,8.947022223,9.057552397,9.102376568,9.320128197,8.91316297,9.666744234,8.057551078,8.679532232,9.209848625
EIF2S1,39784_at,6.588101968,6.873648348,6.808987631,3.226892835,6.564310218,6.042764026,6.837818085,6.792758566,6.460370177,6.2378796,6.074446894,6.746178817,6.381486266,6.40217412,6.450395003,6.710635148,7.136530961,6.31473287,6.457157653,7.048359389,6.898492067,6.943631679,6.932656416,7.088311629,6.404658065
CEP57,39785_at,6.545799108,5.88890778,6.425699251,6.962629475,5.821444857,6.491072192,5.10596175,6.557318984,6.573584313,4.127257405,6.312860499,6.391722934,6.240605911,5.557058586,6.436961662,6.778842908,5.994965928,4.742532102,4.762883396,6.546949831,6.906274598,6.133450887,6.486508853,6.537141441,4.779111999
GRPEL1,39786_at,4.072914166,4.239346625,4.86883801,5.449895253,5.561132154,3.29080962,5.821444857,3.424090156,4.314581972,3.564057118,6.693142846,5.135846636,4.830460483,3.58187783,5.247691663,4.027060995,4.785061614,4.428761592,5.343373367,6.056893387,2.890082916,1.993800565,4.276876032,3.125469513,5.840300864
PEMT,39787_at,5.389097784,4.740830135,4.842879929,5.669370613,5.141053919,4.926580119,5.556618431,5.224095806,6.402847976,5.160329576,6.544640665,5.89631073,6.651491392,5.374134302,4.445429883,5.691398425,4.826344441,5.601417847,5.565915191,6.167440795,4.931386876,4.846086788,5.002157048,5.251411831,6.089034954
PKP4,39788_at,6.721902064,7.406240628,6.139427474,4.159815986,5.915476694,6.251123599,6.378535282,6.43886777,6.271493724,6.356790123,7.216087363,6.131366122,6.95430096,7.45025612,6.88318287,5.957876511,6.138225113,7.919928089,7.865796462,7.427696125,7.780852457,8.122148215,7.853483531,7.481187531,7.753843154
