IDENTIFIER,probID,GSM152804,GSM152805,GSM152806,GSM152807,GSM152808,GSM152809,GSM152810,GSM152811,GSM152812,GSM152813,GSM152814,GSM152815,GSM152816,GSM152817,GSM152818,GSM152819,GSM152820,GSM152821
FOXO3,34740_at,8.285424837,7.989563934,8.487190889,8.396934638,7.679920074,8.350792802,8.90775319,8.542147738,8.270202486,8.602402882,7.688170673,8.890066895,9.060782066,8.284251168,8.45945115,8.940202718,8.099503289,8.677919471
TFDP2,34741_at,3.457428382,3.636119493,5.743053002,5.171998839,5.187963264,5.312883746,5.678269943,5.803611488,3.407878611,6.119025459,4.884960478,6.000844948,3.647730226,4.829502952,5.21666904,5.598070033,5.297607285,5.25887115
BCL2L1,34742_at,7.771488654,5.132909917,7.299633362,6.915029474,5.292373278,7.666919904,7.71033251,4.593295892,7.735812061,6.969088495,7.30758914,7.916980323,7.08777797,7.830542603,7.233122281,7.894458848,7.260303357,6.638283391
SCRIB,34743_at,8.670668873,8.390195741,8.580726641,8.695115911,7.866886776,8.311401948,7.515552394,7.953126398,8.239582639,7.777429381,7.875905624,8.508547612,8.563922822,8.447799413,7.953126398,8.508250606,8.094772418,8.762156351
HARS,34744_at,4.45333738,6.149141336,5.958628777,5.662102085,5.688522777,5.166567571,1.835206217,3.068481258,5.381481683,2.741431855,5.428996203,6.00819426,6.599897783,2.681397302,6.167350132,5.141680381,5.712041676,4.702244217
RAPGEF2,34745_at,8.562764723,8.148747806,8.511786523,8.191286153,8.711764278,8.163105599,8.253961832,7.824258868,7.867123534,8.585340201,8.529238589,8.623204074,8.612724474,8.463506169,8.172129823,8.218571745,8.077986063,8.218571745
PAQR4,34746_at,3.446410749,3.830346989,4.355927431,4.352973379,4.280172424,5.823807181,4.332054156,4.379600898,4.520978236,5.841605871,4.531403097,4.918988341,3.560351085,4.6789086,3.40568368,4.176454755,4.04182763,4.776701863
MMP14,34747_at,4.800020347,5.576973005,4.434491708,5.418806923,5.911288113,5.751828335,6.760070713,6.045653743,5.217028118,5.318688096,4.599207947,5.625115219,5.39612239,6.017670962,5.304406327,5.132565337,5.634595081,5.500749747
RASGRP3,34748_at,4.226063046,4.752329504,4.345105574,4.159666516,4.723566875,3.974276038,5.209422765,5.049819457,3.697526205,3.282654346,3.324093437,4.255996001,4.663165529,5.033683946,6.815697125,3.282654346,4.830442,3.635762478
SLC31A2,34749_at,6.014956589,5.874622349,5.988063922,6.543818688,7.44502949,7.154387029,6.466594345,4.332054156,5.665482738,6.479178983,6.684581717,6.143535208,6.403021498,6.145841965,6.672293102,6.740727005,6.234644902,6.72089458
ZBTB1,34750_r_at,2.452617799,3.005687495,2.428688177,4.68374645,1.960031879,1.05492534,1.507718097,1.262682643,2.308083417,1.241175514,-0.120417849,0.178542428,4.547557108,3.033553339,0.283189515,3.163633585,1.083061666,4.287922825
ZBTB1,34751_at,6.27699189,5.859321335,6.145655278,6.186331139,5.456024291,6.189614795,3.221706939,5.269831877,6.070065073,7.272094987,5.724947867,6.460542776,6.555955893,5.8148937,5.783895066,5.806228748,5.484528068,6.107969104
NEK7,34752_at,7.767911657,9.045562755,8.458497211,7.273957772,7.910247817,7.108001961,5.591933734,7.728146136,7.186793843,7.876793005,7.617401787,7.755772051,7.858834722,8.607764292,8.608184012,8.144306096,7.351327978,7.055803259
VAMP7,34753_at,8.397266821,8.659712581,7.700286261,8.54742717,8.14598906,8.409549181,6.435177551,7.910834275,7.862793845,8.328865551,8.897545982,8.859397216,7.824061552,7.334064705,8.21961784,7.895786832,7.270477464,7.553950872
SCYL3,34754_at,5.199231814,3.890998109,5.972599162,6.272420356,5.404913479,5.317964902,6.784809476,6.019681938,5.669737527,4.837724165,3.834890503,5.581821396,5.349257932,5.684480431,1.165128618,4.630096672,4.086412938,5.753614538
PARP2,34755_at,7.851757347,7.482053865,8.395294827,7.619367012,8.03779838,8.054764544,8.226758747,7.669523455,7.58032157,7.865260078,7.800954543,7.649721157,7.916980323,7.852284135,7.873531375,7.777740777,8.010507565,8.097116932
PARP2,34756_g_at,5.316640239,5.445506241,5.670474338,5.901291001,6.009646091,5.242863165,1.580285047,6.223995437,5.599899184,5.390025161,5.323809569,5.750178598,5.628765608,6.028190463,5.793963138,5.48967457,5.278835404,5.140640437
PARP2,34757_at,4.912202831,6.040913232,5.98248229,4.975338934,6.350848305,6.046597498,6.860732447,4.696847063,5.000663602,6.174710005,5.987674627,5.031066238,6.339443535,6.418329242,5.722626164,6.320004288,7.393280588,5.480812079
EIF2B5,34758_at,7.277096128,6.870244698,6.899245075,7.294469702,5.959901362,7.383824873,3.013727979,6.293254594,7.046201946,7.302033016,7.16673445,7.321487951,7.125505846,6.527059174,7.050120436,6.607484393,6.633987648,6.972054018
SLC30A1,34759_at,10.08223644,7.29624801,8.20405676,8.268721961,8.023425767,8.502905687,8.231832744,8.651006689,8.287219893,7.667436707,8.585706307,8.230669445,7.409710871,7.42813112,8.315518697,7.671308862,7.862009429,7.201562137
CD302,34760_at,5.149163778,6.482199836,6.319417083,6.754740401,6.696506231,6.641261524,2.81052375,6.422096064,6.472727717,7.313457156,6.83084638,7.145100715,6.711430893,5.8446919,5.778294818,5.93264504,6.231812345,5.58883671
ADAM9,34761_r_at,6.146328148,6.69801828,5.670474338,6.263635471,5.131612956,6.435719125,6.355048156,5.822049766,6.32612341,6.938236374,6.319417083,6.443715208,6.021372559,5.245272312,6.199414534,6.151401282,6.007359545,6.396664855
RNF8,34762_at,4.47634574,5.476171647,4.845963071,3.924408728,5.363393093,4.408285841,5.539249387,4.816206896,6.185872859,4.876515869,5.826834405,6.113467949,4.265264537,5.682458764,5.601553743,4.57255644,3.471119636,6.366868365
SMC3,34763_at,6.709984357,6.704769446,6.651598981,6.200628102,6.023961882,5.841605871,1.434398892,6.281765214,5.972002493,6.62098304,6.626907495,6.636095339,7.106535313,5.917760612,6.505438448,6.587864792,6.362017652,6.432623251
LARS2,34764_at,6.79208152,6.732490754,6.952775282,7.190233552,6.373239693,7.076507555,6.672293102,6.906256163,7.150409694,7.098586899,7.159424181,7.334064705,6.630425671,6.814347375,6.496564448,7.114301536,6.645069071,6.435900746
KIAA0020,34765_at,6.688825221,6.584121849,6.149316606,7.18695803,6.660245657,7.205123948,5.224059605,7.502273411,6.250029121,6.51641956,7.028785024,5.857629064,6.48309053,4.100221593,6.523137326,6.202283654,6.196265356,6.084526504
SLC25A24,34766_r_at,4.57200769,5.024474055,5.337718364,4.182050606,5.571873712,2.489670123,5.193599665,5.479654074,0.046971914,4.349752344,4.314216142,0.476583939,5.137908162,2.317913061,4.748443033,4.102768143,4.003455895,4.630096672
MOAP1,34767_at,7.687004529,7.491771785,6.667148612,7.93448272,6.0516761,7.670898935,4.155189826,6.681734561,8.028442379,8.351613053,7.99349487,7.978202067,6.695809258,7.067433369,6.833117732,7.532633055,7.214214706,7.366318229
TMX1,34768_at,6.356532425,6.235899006,6.360092146,6.771136555,6.192997844,6.776331218,6.310773724,6.518372587,6.752391603,6.997480722,7.225234502,6.587439313,5.972059865,6.237893595,6.075313514,6.514005529,6.500542227,6.455932437
FAAH,34769_at,9.229254265,6.114759563,6.184778559,8.838198388,4.606586768,8.854548524,8.595600996,8.057398644,9.443150999,9.48294228,9.085764961,9.356827599,8.595311402,7.222659234,6.058408673,8.611411071,8.790061545,9.733942392
MAP3K8,34770_at,0.487715916,0.492741355,4.407757329,-0.039636666,2.551707707,1.442238602,0.825652841,0.114787539,4.253765696,3.129196123,4.275267555,2.77038442,2.50917057,-0.062942447,0.114787539,0.247591202,2.491040536,0.60997246
PPAP2C,34771_at,9.67623712,7.721931001,7.603607724,9.062545023,7.262754262,9.268753424,8.388134525,8.323047015,8.406356186,8.461248288,8.117775925,7.352789072,9.187624995,6.862113488,6.829366172,8.195281487,8.63850215,8.77049912
CORO2B,34772_at,5.621005104,3.72355093,6.452691777,5.858179726,6.737739287,3.776058119,5.886918104,6.027685821,4.308692172,4.820015418,5.117966202,3.901458681,5.079602363,5.042906277,5.886381726,5.393538723,4.04182763,5.5532187
TBCA,34773_at,8.779055695,8.940202718,8.887030166,9.10725807,8.532960673,9.296537454,7.13615576,8.390760683,9.309849783,9.242599455,9.49721803,9.70971325,9.087108886,8.50569708,8.82613139,9.067738876,9.045562755,9.170664102
PPT1,34774_at,9.463382874,8.794838706,8.450732963,9.566567794,8.427063158,9.533462343,7.088753785,8.679369739,9.625089666,9.619245838,9.325748291,8.978554019,8.965660658,8.446706403,8.742886566,9.452299986,9.341439602,8.618778253
TSPAN1,34775_at,10.89794706,5.940750071,7.94789719,10.5537747,5.317964902,10.75691941,9.76909245,8.756557634,11.35247637,10.40530205,10.25359541,10.34004036,9.980889389,4.68374645,4.757265878,9.349460392,10.2252538,10.75397436
CDC42EP4,34776_at,7.585583129,8.988666179,8.749581786,8.374782036,8.151781581,7.766584935,5.152587206,8.132543797,8.497239796,8.928066512,8.645490784,7.800954543,9.336613297,7.951536527,8.776236493,8.600422909,8.134515969,8.509281677
ADM,34777_at,8.304332524,8.168136745,6.16856263,6.661005895,8.09247474,6.716905978,9.094216602,8.617670237,7.019646967,7.009694259,8.267131151,6.963689215,7.022169606,6.402828574,7.850629078,7.195376097,6.406489868,7.687840427
LRRC15,34778_at,5.681040767,5.785672681,5.089981712,5.612587241,3.448993576,5.045104149,4.91344114,4.05113291,5.582922373,4.160977379,5.520855014,4.016123655,5.948723729,6.154768144,6.121937997,6.243251775,3.845750865,6.774446952
ST6GALNAC4,34779_at,7.912942692,7.607843958,7.573335805,7.429941588,7.729005283,7.562701456,8.729650796,7.433638412,7.049777289,7.948616039,6.938565487,7.039023753,7.394902576,7.636950337,7.324612139,7.1278357,7.688628359,7.510581762
PLXNB2,34780_at,11.0277637,9.896133694,9.701555822,10.38835775,9.267795158,10.32412358,9.366675026,9.482446083,10.38599258,10.02522222,10.03333721,10.35782739,10.19175894,8.657084116,9.640760547,10.47812957,10.33521166,10.48452378
DCTN6,34781_at,7.120963919,7.481138638,6.374831383,7.106738924,7.324006963,7.010999587,6.004058341,6.877434021,7.131741426,7.398037795,7.355995659,7.380858398,7.413039181,7.596445136,7.460428307,7.114301536,6.772085617,6.922778386
JARID2,34782_at,7.320643021,7.355995659,7.807013784,7.148499065,7.20884925,6.374093139,8.113435976,7.495480971,7.048328915,6.99640963,7.272202798,7.260303357,7.497980561,7.545200439,6.817078441,7.765504679,7.75107554,7.807356281
BUB3,34783_s_at,7.527232744,7.933598943,7.273957772,7.876060826,7.37111741,7.767911657,7.199261656,7.134585775,7.817546408,8.041041991,7.679538112,8.216065292,7.829162254,7.290326993,6.981529195,7.776863055,7.433175281,8.03886706
TRIOBP,34784_at,9.211577451,9.462367651,9.358600299,8.848086499,9.4508076,8.794063981,9.799479823,10.18002435,8.868026509,8.88618148,8.871849059,8.878108512,9.566567794,8.90775319,9.110731257,9.158296013,9.494152002,9.155007857
MED13L,34785_at,7.478218224,7.617055501,7.3778011,6.638940036,7.254083218,6.405184003,6.791889886,6.780154126,6.897742187,7.174176374,7.366318229,7.524142153,8.258864069,7.402318108,7.501246566,7.752922811,7.574643265,7.122628789
KDM3A,34786_at,6.624555242,7.2280915,6.848493817,6.809523025,6.498149399,6.435719125,5.339230782,5.861240489,5.895392648,7.024185305,7.011271495,7.132218316,7.150603772,6.656555695,6.768521444,7.007466356,6.298217401,6.682997419
NRD1,34787_at,10.53184149,9.653503327,10.37325454,10.37649246,10.25856192,10.12968383,8.603241932,7.640235012,8.663833309,10.05591814,10.08848157,10.12760335,8.909873809,10.34313536,9.41933537,8.653680182,9.110731257,10.14484743
FAM102A,34788_at,7.84484825,8.604575915,5.815521242,7.09200008,8.058768324,6.716905978,8.115515978,9.127454396,7.63039561,7.435607825,7.429208468,7.55491687,8.202636189,6.032976334,7.657949541,7.355752042,8.025801762,8.039843415
SERPINB6,34789_at,9.53161743,9.203712823,9.704956437,9.38448986,9.757265457,9.85851364,8.738793987,9.696395554,9.631870505,9.673416068,9.580008715,9.626253009,9.050570099,9.124997745,9.276177197,9.679172559,9.650638806,9.999282566
ACAT2,34790_at,6.020254056,6.403021498,5.284633268,6.691913161,5.452794808,6.834822004,1.323253409,5.311489701,7.492566294,6.17726652,7.401861983,7.731771457,6.298375488,3.16401708,5.848644474,6.521740825,6.144239002,6.6470928
TCP1,34791_at,9.149694934,9.372276129,8.79521256,9.311329415,8.988666179,9.197929015,8.175555206,8.694874438,9.264632329,9.346071614,9.049787181,8.993418196,8.810785891,9.052065284,8.925318517,9.025353078,9.581527521,8.47376249
AHCYL1,34792_at,8.377919896,8.834212353,8.853413771,8.533734708,8.465121987,8.774152997,8.489496235,7.829964411,8.875519671,8.376665637,8.409153332,8.466021298,8.261300677,8.487190889,8.963075981,8.805930977,8.574250107,7.789721631
PLS3,34793_s_at,7.866224824,8.709460361,9.035779043,7.554765533,7.313721154,7.143412146,7.142673005,8.777238007,7.540046039,8.02116873,7.588822173,7.189936353,8.734128372,7.567540452,8.690631982,8.203715808,8.324996408,7.318475842
PLS3,34794_r_at,4.14547446,4.129164823,6.18101723,2.420427313,5.039307922,2.134958928,4.526121499,5.179137407,2.920383729,4.986477962,4.028505789,5.39612239,4.653802827,3.16401708,5.105943472,4.399065829,4.830442,3.901895465
PLOD2,34795_at,6.945664728,8.830541315,7.109609048,6.674555906,6.490158935,6.834822004,7.235570713,7.505342841,6.530944185,7.798351181,7.563144035,7.016319141,6.732268492,7.233122281,8.046815027,7.345406776,6.808396549,6.679536112
TRAM1,34796_at,7.368037554,7.162269128,7.8665558,7.858593467,7.441055723,8.167276704,6.098767867,6.780154126,7.771813753,8.073066818,7.90242634,7.605165858,8.014426547,7.260723882,7.482053865,7.453362021,6.913066115,7.589068686
PPAP2A,34797_at,9.604944785,9.897725793,8.891430633,11.76396299,8.849370862,11.75462031,8.812125979,9.080195622,11.27635271,11.68817274,11.23229637,10.76398841,9.739410431,9.263037245,9.653503327,10.89794706,9.528978908,9.760629971
BAG1,34798_at,8.34225575,8.392194203,7.990246142,8.275532212,7.799351355,8.586510441,7.263040594,7.440433108,8.074064955,8.190188443,8.200170517,8.134271702,7.694207296,8.030420638,7.893383469,8.124042347,8.288733388,7.933174978
IFT20,34799_at,6.050858525,6.674320745,6.406489868,6.411614912,6.230167198,5.198332438,6.97457128,6.827953656,4.602068611,5.951081333,6.102880254,6.096942266,6.195512056,5.614920292,5.213049923,6.590986804,5.816944865,6.039344473
RPS23,347_s_at,12.98894424,13.09168392,13.17282979,12.67678514,12.82053232,12.56919602,13.34411306,13.18765676,12.77834203,13.17282979,13.12534455,13.15566347,13.42517814,13.00158496,12.93320285,13.07819373,13.12534455,13.04115597
LRIG1,34800_at,8.172129823,7.095281814,8.000702067,8.772686737,7.201562137,8.641234943,5.437012875,5.559617603,8.848725285,8.312220937,8.656527437,9.134422286,8.316930766,7.429323059,7.870868859,8.059323865,7.153435755,8.371714069
PAN2,34801_at,6.540764064,6.851708735,7.755008003,6.558642037,6.545402674,6.224652348,3.912221735,3.89556586,6.143753022,6.676504559,5.822049766,4.759818587,7.856774769,6.25856677,6.161332887,6.611789347,6.261496815,6.278726641
COL6A2,34802_at,10.93172491,11.68162649,11.80048645,9.615504681,11.50216524,9.875665708,9.627489689,11.11989692,10.16360256,9.731851338,9.894089323,10.23057983,12.00896231,11.48685091,12.1628233,11.38391077,11.3084224,11.61852905
USP12,34803_at,7.418641615,8.81423149,8.655383593,7.452399865,8.79521256,7.762305408,9.551697726,8.961056961,7.790488155,7.432989949,7.916177224,8.070362163,8.030420638,8.28108094,8.495450745,8.536628603,8.753742752,8.249939199
SLC25A36,34804_at,8.589229125,8.742886566,8.233336876,8.166772381,7.891383044,7.107100569,7.5140441,7.541720014,7.557262694,8.821338482,9.125783388,9.095538372,9.022465584,8.296812205,9.066545187,8.69658411,8.392444729,8.287721461
CCDC86,34805_at,4.860521037,4.985470158,4.116163058,5.509595152,4.302433783,5.456375748,2.874082024,4.256319922,4.737549934,7.059138303,3.455925942,6.259571773,3.808943776,4.385145937,4.119425556,3.494659512,3.742337691,3.070228007
GPR44,34806_at,4.126095568,4.177596729,3.478182419,4.266520467,4.405864938,3.587961063,5.090347216,3.915918436,4.147475693,3.881572344,3.373990661,3.584707087,4.778056839,3.502175433,4.188914298,3.910491265,4.062526194,4.338244166
GLRX3,34807_at,4.165877191,2.594507295,5.106980491,2.882214752,5.60357898,5.806975905,4.804325465,3.163250091,4.625993915,4.979682237,3.428485559,5.208513425,3.200559721,1.389780095,2.87651434,3.131085077,2.544224545,2.977554759
SIK3,34808_at,7.858834722,8.332345524,8.543179807,8.198809398,8.806261645,7.929855668,7.902118857,8.104584912,7.876060826,7.799351355,8.219955309,7.915879069,8.233109178,8.254406542,8.640108182,8.202159419,8.588303259,7.87841994
SIK3,34809_at,6.093461975,6.045263052,6.233135575,5.349326494,4.834815718,5.531737775,2.246269098,5.384283308,6.104536383,5.557914388,6.332435822,4.420871206,3.183876192,5.694278998,6.454161641,5.412050297,5.440398883,5.817101561
COQ9,34810_at,9.072956948,9.454278042,9.109702988,9.066959882,9.514583027,9.154277489,8.235513613,8.72528015,9.408659056,9.021647016,8.605542637,8.806261645,8.557106238,8.909873809,8.684705044,9.229254265,8.918610376,8.38556849
ATP5G3,34811_at,8.963910969,8.880110188,8.945239339,8.750097353,9.506531691,8.737612247,7.776442279,7.606006714,8.987613706,9.232105503,9.226430179,9.035779043,8.86478827,9.171262643,9.285206702,9.199072534,8.626016964,8.107903352
GORASP1,34812_at,7.790252762,7.913345376,7.398037795,8.362747467,7.912761336,7.315337031,6.954977342,7.238648801,8.113435976,7.99724238,8.485129777,7.478503348,7.51369311,7.904680144,8.002295966,8.293166556,7.357215925,6.985546498
EIF1AX,34813_at,6.593270491,7.24517807,7.467625439,5.854883198,7.25872787,7.092786764,7.338935939,6.387416656,6.041441136,6.872423086,7.227797463,7.352789072,6.794834615,7.073594453,7.55491687,5.873759792,7.094445151,2.928299621
UBA2,34814_at,8.586072412,9.105242001,8.823092597,8.732348845,8.340602719,8.281791203,7.907096937,8.231672524,8.103055227,8.852459674,8.799684489,8.666267583,9.05898046,8.739658454,8.827881764,8.7330848,8.334771847,8.085573449
EP400,34815_at,5.646088237,5.608292345,6.063248426,5.673114031,4.898387619,5.915949132,6.17065443,6.766513286,5.895392648,5.512921785,5.857629064,7.018532025,5.172434065,6.149677923,3.348369371,5.694508314,5.164161313,6.006080476
EP400,34816_at,6.353688814,5.854040873,6.382110725,4.990168878,5.977287999,5.794361493,1.580285047,5.537431154,6.614822656,6.207868017,6.719981404,7.229466763,7.541720014,5.229432411,6.790550104,7.529169509,7.257238773,5.68734287
ATXN2L,34817_s_at,8.38052367,8.246219848,8.024586114,8.450732963,8.278665591,8.0484862,6.903842815,8.121103334,8.097116932,7.868229718,7.849989393,7.858331159,9.077710441,7.857176122,8.274186173,8.476712584,7.928430648,7.648085644
ETV5,34818_at,6.163672714,6.378159823,6.948275271,6.396525552,7.648562193,5.413440174,6.61916197,6.274734179,6.353595149,6.082412396,6.838174867,4.905879392,7.656663124,7.04878204,7.33764431,3.967785786,6.017194338,5.637765833
CD164,34819_at,8.947815822,8.264229507,7.416558826,9.393269463,8.034314362,9.199072534,7.10230491,7.721093006,8.920020504,9.32803675,9.102803843,9.385610925,9.067349379,8.075163022,7.907832176,8.568351744,8.556081362,8.848405892
PTN,34820_at,9.076080898,9.422029497,9.026415048,9.721784092,9.325748291,9.319173116,6.772314471,8.123448005,8.526563502,10.11872646,9.991513558,9.864863499,9.924190985,9.977126145,9.852406162,9.668035636,9.457227194,9.749221573
CCDC28A,34821_at,7.923432122,6.669132601,6.85813077,8.352845015,6.752540833,7.953772137,6.361254958,6.518372587,8.030420638,8.183677466,8.075488662,8.689024494,6.873930267,6.558520102,6.323887827,7.772996331,6.989222623,8.0238286
TP53BP2,34822_at,6.101116559,5.789194301,6.667148612,6.099355127,5.877752911,6.318908603,6.461660956,5.121595939,5.895392648,5.929258167,6.575780907,5.320999707,6.008645704,6.021311235,6.585794375,5.354336898,5.705747053,4.437870239
DPP4,34823_at,6.229957114,2.488921038,5.809087286,7.903569149,0.557885751,7.425198203,3.552340544,2.167659325,7.707441057,8.779922222,7.646244538,7.928711795,4.45291868,4.968436534,3.223314443,6.69544519,7.326388818,7.709317836
UBQLN2,34824_at,7.496427331,6.943212532,7.694962634,7.720401848,6.979814256,7.552524981,5.501013377,6.158002667,7.760993522,8.006544229,8.121652992,8.250149012,7.951748018,7.088447516,7.315493389,7.807845584,6.868038125,6.920969043
TDP2,34825_at,8.846920179,8.432793318,8.612724474,9.047849432,7.066609217,8.708559043,5.422714024,7.352347878,8.574250107,9.712668333,9.29018765,9.549268694,8.891861832,7.416420298,7.860598006,9.319173116,8.474473055,8.448948223
SDHA,34826_at,9.015984887,9.285206702,10.14119663,9.004447198,10.5537747,8.820336014,9.826531063,8.913852267,9.399319349,9.016772239,9.453279476,8.816353336,9.556676193,10.30794842,9.528978908,9.217445565,9.033599966,9.25068176
ULK1,34827_at,8.604575915,8.676336561,9.194412844,8.588011663,8.725735367,8.154816141,7.790252762,8.113435976,8.267624504,8.754714158,8.016042333,8.253201661,8.326444921,8.302246408,8.466021298,8.651939354,7.237266571,8.746334761
POLR2I,34828_at,8.810785891,8.956314064,8.623204074,9.141217305,9.066959882,9.210129727,7.877594731,8.635428608,9.0792878,8.857532262,8.565048049,8.854207387,8.501557333,8.794063981,8.865141497,8.359226541,8.006544229,8.655383593
DKC1,34829_at,8.527527997,7.736071723,8.392194203,8.098828756,7.935012602,8.198510961,8.518630189,8.450732963,8.193337297,8.340602719,8.765977604,8.51389104,8.469943024,8.312910098,8.720202246,8.673830763,8.239848941,7.712689156
VOPP1,34830_at,8.226758747,8.44532083,9.043682832,8.377037629,8.312220937,8.52431841,9.062938504,8.684705044,8.305857339,8.488619876,8.354511495,8.325773295,8.574818739,8.664525476,8.713922066,8.310960712,8.837427321,9.055432193
IQSEC1,34831_at,3.753133898,4.06485633,5.911431046,3.959405034,4.55067083,4.182050606,2.446617264,3.961590984,3.80048239,3.556783042,3.894034796,3.975578759,3.367322432,3.282654346,4.281703269,3.932389514,3.110500255,3.657755477
IQSEC1,34832_s_at,8.260527438,8.329878378,8.949646247,8.887656665,8.946431185,8.668752137,9.633288037,9.009478052,8.363004675,8.491682483,9.005429456,8.737351366,9.067349379,9.467681482,9.131285011,9.314552503,8.86478827,9.608350561
FAM32A,34833_at,8.51389104,8.212202295,8.415107087,8.348244547,7.520394831,8.885773131,8.417871014,7.12981801,8.648088704,8.526812939,8.258460612,8.083407747,8.159545841,8.45232443,8.150248078,8.200513347,8.344278517,8.920020504
NUDCD3,34834_at,6.240288861,6.737588462,6.674320745,5.464584237,6.0731233,5.572558048,6.585794375,7.124299956,4.701209277,4.825348975,6.001602918,4.016123655,6.085885019,6.923912067,5.956720139,5.253229618,5.54100674,6.377259634
NCSTN,34835_at,9.863451255,9.183121138,9.666510561,9.689174707,9.969421248,10.19743728,10.78581171,10.1618497,10.13696679,9.939474487,10.02786641,10.23363763,9.824590659,9.782589322,9.773017405,9.926340482,10.04245785,9.937704183
RAB5C,34836_at,7.053505106,6.76748936,6.962355583,6.800031406,5.0777555,7.907998733,6.026864445,6.969276489,5.381481683,7.854160297,7.996688826,7.517852878,5.088494196,7.600481044,5.033683946,7.247064913,5.013343425,5.401526803
CYTSA,34837_at,7.848795842,8.469943024,8.085573449,8.050478482,7.788955829,8.059323865,6.916891036,7.227797463,8.136241147,7.694401778,7.868018009,8.491191603,7.822310667,7.504054729,7.579459519,7.851063845,7.933942205,8.308507733
HSDL2,34838_at,4.794958107,3.878385452,3.16967913,4.553715192,5.408123948,5.80246755,3.209289135,3.1911423,5.186201175,4.840164913,1.712740554,3.727627264,5.462020717,4.701415318,4.646998889,3.467765337,3.742337691,4.355320756
PITRM1,34839_at,9.18639288,9.068845771,7.708743138,8.344916666,7.878284743,8.561284822,7.476087984,7.59661378,8.755739454,8.295562404,8.883452661,8.324685192,8.646770217,8.468194846,8.246219848,7.366782381,8.058768324,8.226758747
SERINC5,34840_at,8.752240119,6.065806119,6.423501441,9.799479823,6.322277983,9.685425846,5.428554693,5.381481683,9.336613297,9.354038246,9.273512654,9.128764315,8.622182342,5.891469347,6.238124163,7.745145485,7.717092719,8.472354098
EIF3CL,34841_at,11.50216524,11.17667919,10.52942474,10.62284632,10.81227986,10.5537747,9.135263703,10.45296575,11.07184469,11.08193312,10.70636903,10.9899535,11.50743751,10.96148066,10.86847196,10.71499789,10.67399232,11.08698042
SNURF,34842_at,10.67399232,10.18296774,10.28891155,11.85045219,11.05417325,12.016506,9.170065561,9.779034423,11.67357608,12.00896231,11.20601839,12.37025065,10.7027324,10.35782739,10.48105905,11.72452879,11.23229637,11.22339492
ZNF516,34843_at,6.014956589,6.966991992,6.784809476,5.561872641,6.154130306,3.383992784,6.850379053,3.448199988,6.353595149,5.449898267,6.110074817,6.234443424,6.479364225,3.66371029,6.594695189,5.608761234,5.978189162,5.958533869
ZNF516,34844_at,6.125740035,6.024713843,7.215148847,5.377626673,5.230513813,4.337650272,1.459492297,5.482660915,5.626426292,4.890398053,5.68261653,5.516712863,5.996626414,2.36245588,5.674971303,5.515359943,3.172652688,4.831264499
SAMM50,34845_at,7.968205199,7.472445147,8.077207299,7.489486986,8.249939199,7.87841994,7.394902576,7.812221891,7.829964411,7.561636023,7.905121403,7.08487568,6.83376669,8.071214216,7.091219974,7.433822407,7.416934402,7.812221891
CAMK2B,34846_at,7.049687286,7.721931001,7.972538785,7.402101055,7.076925219,7.630658855,9.657873482,8.480441871,7.460267826,7.541937161,7.794507444,7.292811373,7.273957772,7.925988391,7.818874805,7.618055194,7.005273869,8.422865335
CAMK2B,34847_s_at,6.031055576,5.803183186,6.324458212,6.125075575,6.764102678,6.571028773,6.254087498,6.383185933,6.27098944,5.631112061,5.554499797,5.637357767,6.384914275,6.999239132,6.766513286,6.824399945,5.718473588,5.571695283
FDFT1,34848_at,6.977188682,7.025590415,7.425756212,7.649121612,6.838053043,7.55491687,6.409927421,6.529946264,7.758707093,6.476616695,7.71497688,7.848589503,6.999082764,7.129987036,7.22975586,6.88269103,7.352573081,6.83038044
SARS,34849_at,9.939474487,10.32033182,10.0121103,9.522317135,10.05749225,9.76909245,9.270151764,10.24476325,9.790780915,9.467681482,9.698659877,9.619245838,9.131662125,9.659126821,9.508190986,9.339758645,9.712668333,9.952550472
UBE2E3,34850_at,8.252700843,7.182164944,7.666290562,7.80131414,7.847825508,7.856409901,7.988991856,7.789102906,7.207564337,7.9418921,7.90138903,7.231291927,7.655593126,7.69974534,7.188324532,7.390822868,7.767175147,7.561424714
AURKA,34851_at,5.824587106,4.303481813,4.798518645,5.969465212,4.482651027,4.422237653,7.06615537,6.529946264,5.109000573,5.574204604,5.580281185,5.910155021,5.119202289,5.590397083,5.8780803,5.716789993,3.917303635,6.745732313
AURKA,34852_g_at,3.80424381,5.798555858,3.074138095,5.070339468,4.855700947,5.064814981,5.419740382,3.325433382,3.537736891,5.794443867,3.031498866,5.709286037,5.110413891,4.515784582,4.409581247,5.061910383,3.817518023,3.384859864
FLRT2,34853_at,7.420986979,7.29624801,7.851306739,6.758572251,7.679046774,6.963812991,8.177928997,8.504105678,7.019646967,6.967475936,6.739156564,7.049687286,7.898819753,7.87841994,7.994665733,7.040479715,7.736071723,7.448885614
CIAPIN1,34854_at,6.508462438,6.47771074,6.290667016,7.438381261,7.175964236,6.511410547,7.75312924,7.798621392,7.131741426,7.034478444,6.82701676,5.935474473,6.590986804,7.598140421,6.995227393,6.988382616,6.919365151,6.333784452
