IDENTIFIER,probID,GSM152804,GSM152805,GSM152806,GSM152807,GSM152808,GSM152809,GSM152810,GSM152811,GSM152812,GSM152813,GSM152814,GSM152815,GSM152816,GSM152817,GSM152818,GSM152819,GSM152820,GSM152821
TRAC,1106_s_at,7.359661258,7.408092562,7.676958303,7.164826497,7.930841586,6.838296692,7.169977382,7.409997142,7.035765617,7.333308247,6.901783396,7.206763818,7.648323918,7.857176122,7.32539103,7.532633055,7.510784021,7.260938873
ISG15,1107_s_at,8.821338482,8.711231361,8.998356703,11.69711842,8.817598907,11.83340985,9.046166751,8.745467131,8.72919591,8.859768536,9.177786893,8.685912935,8.387533972,8.946691551,8.642200211,9.10161166,8.822569236,9.394153567
EPHA1,1108_s_at,4.434902952,3.752158416,2.827913438,4.290848048,4.048306807,5.128394679,3.927132675,4.127804355,3.65842619,6.104299803,5.550804562,4.379961122,4.521512441,3.769586951,3.555061646,4.032940214,4.070608412,4.236043091
PDGFA,1109_s_at,4.860521037,4.510842828,3.478182419,4.579282963,4.129543858,4.876515869,7.180609597,3.806405333,4.978543865,5.643662311,3.834890503,5.098446418,4.024128615,4.495970027,4.399965269,3.932389514,4.560219569,4.514988019
CSPG4,110_at,8.164985506,6.817656226,8.0238286,7.763631931,7.622763886,7.456728634,9.05432189,8.721853234,7.188022649,7.393879064,7.207564337,7.698465082,7.155576082,8.504786113,8.716586395,8.407767673,8.363004675,8.718733776
TRAJ17,1110_at,6.361971668,4.985470158,5.416238894,6.256936213,6.161332887,5.497321323,8.06155626,6.815697125,5.284448804,6.052896992,6.188182409,5.996481858,6.632873166,5.363393093,6.167350132,6.118418874,6.078231435,6.896839138
NCAM1,1111_at,3.278218923,4.926805759,6.436784792,4.167994765,4.491290526,4.155929563,3.240492826,5.333884176,3.428176099,4.364727714,4.054816263,4.148466648,4.09502994,5.720269305,3.471119636,3.384859864,3.517689926,2.966264504
NCAM1,1112_g_at,5.659834169,6.71162176,6.875416184,5.801720778,7.481138638,6.535239896,4.66676707,6.633869801,6.899245075,5.206592299,6.798594688,6.682727942,5.209422765,7.401103764,7.061018351,5.698178943,6.968493928,7.396852013
BMP2,1113_at,5.167167468,1.580285047,3.436181349,4.029546041,3.622606872,3.354140766,4.155189826,2.626351464,3.067977165,3.263917058,1.930391595,3.278218923,3.067977165,1.576221451,4.092857711,3.597973565,2.771896304,3.023448746
BMP4,1114_at,6.736142402,7.03002377,7.230866815,6.614579523,7.538147106,6.30815481,7.270791958,7.372302416,6.67049847,6.207868017,5.848768834,6.16789539,7.153435755,5.274438789,7.340468648,7.19973456,5.580427318,7.254614145
PF4,1115_at,2.346254462,3.72355093,4.947687322,2.902489718,3.332276502,4.724315237,5.664656262,3.775731643,5.954238814,2.101335202,3.212846119,2.415718611,1.878496951,6.030432569,5.637357767,3.725019141,3.335532616,3.697526205
M28170,1116_at,7.20202437,6.615558263,6.86843158,6.731456544,7.58669547,7.347559344,9.48052013,7.940954436,6.925677118,7.335588688,6.771479518,7.307032165,7.442999603,7.87206918,7.213580996,7.606498608,7.739369294,7.783126483
CDA,1117_at,4.855110397,5.222172806,6.190234192,4.266520467,2.796917705,4.033564494,5.727692398,7.433638412,4.53521636,5.656497275,5.949134219,2.701253484,5.104511728,6.277387559,3.806405333,4.613853501,5.584948924,6.593766182
PTGER4,1118_at,6.434021515,4.58715829,4.052860252,5.691770054,5.806520923,6.688403736,6.683985822,6.250585917,6.779874934,6.151785233,5.464311674,6.014451488,3.319708944,5.679348741,3.240492826,5.903895029,6.568556301,5.936191379
RPA2,1119_at,8.069015094,8.028442379,7.896207778,8.150515409,9.558223221,8.200513347,8.098607049,6.986235471,8.137978351,8.213681142,8.168653686,7.58669547,7.973684501,8.671377065,7.807465932,8.038747247,7.926365157,7.822596787
RABGGTA,111_at,8.262743476,7.954605209,6.980952963,7.035916603,7.219417273,7.303936822,4.892202503,7.959094207,7.305970456,7.758707093,7.074042871,7.949732433,7.869252425,6.515707768,6.210498611,7.895786832,8.658325294,8.064589471
GSTM3,1120_at,6.593270491,7.625464536,7.771890318,7.845552856,7.688170673,7.307236411,8.202826797,6.316689871,6.984505238,5.941646373,7.371805834,7.26681629,6.71498412,7.174401634,6.905810546,6.385251825,7.055582624,6.873049349
GSTM3,1121_g_at,6.810059318,7.987049267,7.678871645,7.807465932,8.053082464,8.035142918,7.398523142,7.210948518,7.254988342,6.916891036,7.326187366,7.296710535,7.007212076,7.581345634,6.845351754,6.875211825,7.158686228,6.920969043
CGB2,1122_f_at,8.293579753,8.021385448,8.732716823,8.188842319,8.765977604,8.581694572,9.48294228,9.000072743,8.715676014,8.198124587,7.71033251,8.266712914,8.74793566,8.88075755,8.532960673,8.713131327,9.080659636,8.899909154
GHRHR,1123_at,5.018730233,4.66523248,5.468851264,3.031918502,4.805416875,6.221613563,5.74973743,4.947828679,5.438845109,4.280172424,4.503821516,5.037664424,4.064185659,5.134972254,5.000905712,4.166097989,4.861572655,5.067141625
MLL,1124_at,8.349861392,7.55754102,7.886953962,7.854887279,7.807575584,7.467064147,8.376665637,8.003448928,7.708743138,7.40462519,7.939629082,8.230669445,8.297906354,7.689737121,7.912942692,8.174304227,8.056243032,7.896766031
CD44,1125_s_at,6.734262735,3.524096997,4.663165529,7.575320884,3.099608134,7.440827971,5.29965073,5.707786232,7.156184514,6.88173714,7.432989949,6.386294023,6.86316479,3.618933508,5.959056881,6.424928429,6.971754828,6.767007674
CD44,1126_s_at,8.044441599,8.338959699,5.813421145,8.415436784,7.423413238,8.345856779,8.396669904,8.310378767,7.886255872,7.746790276,8.432538071,6.981529195,7.736724345,7.482562797,8.131174005,6.819552323,8.002295966,7.809046436
RPS6KA1,1127_at,8.534903321,7.873312964,7.421691537,8.720826337,7.787010222,9.022465584,9.232105503,8.017193588,8.650568207,8.496938134,8.915364976,8.595021807,8.732716823,7.585165154,7.908661873,8.103579664,8.758500352,8.601927029
CCR1,1128_s_at,6.551647995,4.773955846,4.789502883,3.49159403,6.502066382,5.014048708,5.598070033,7.370078836,5.952022382,6.095820699,6.429155298,6.898257361,5.684391475,5.830630068,4.983046674,4.813585041,5.229432411,6.563956947
GBX1,1129_at,2.887772551,3.80048239,2.80839441,3.742337691,3.517404694,3.268007564,4.11686951,4.247214172,6.124916507,2.809618093,2.544224545,3.457101238,4.177596729,3.206504243,3.574597991,3.675143305,3.807210864,3.384859864
TAF1,112_g_at,2.672091641,4.672849735,2.148444514,4.586418572,2.909875582,4.584646933,2.004374167,2.854744087,4.84486132,5.209534239,5.275515645,2.498444241,1.726766787,4.203857111,2.349852464,4.050900591,2.796917705,4.892202503
MAP2K1,1130_at,8.560669209,8.643669103,8.252053022,8.342599791,8.846920179,8.140444409,8.255398268,7.69280423,8.514792916,8.567591107,7.722339069,8.79521256,8.042812266,9.309849783,8.354511495,8.331624203,7.876502585,8.263600929
MAP2K2,1131_at,8.68156995,8.937793705,7.798870404,8.645490784,9.042679292,9.131285011,5.87293698,8.425659805,9.057884564,8.635428608,8.632802103,8.043208699,8.882581854,8.373860858,8.738569267,8.79092662,8.759963924,9.11212863
RARG,1132_s_at,6.596004295,6.383185933,7.395850432,5.008948698,7.771890318,5.271202339,5.572558048,4.888379492,6.497972248,6.535067001,6.279432939,5.377339741,6.782966266,6.151017331,7.231291927,6.548958487,6.460868226,5.050784026
EN2,1133_at,1.61519453,2.980476887,4.882341861,4.808434684,3.150070991,4.446269614,6.596386384,3.22220477,1.622541544,2.763503231,4.343533082,3.664352323,1.330210285,5.167992173,3.646200648,2.104863071,3.680437895,3.437369523
TNK2,1134_at,8.63443295,8.649266557,9.337419379,8.933832046,9.191194399,8.899909154,9.589339442,8.887656665,8.86478827,8.322735537,8.605542637,8.759963924,9.243256343,8.919129493,8.905676849,9.049787181,9.40679336,9.021647016
GRK5,1135_at,7.413682842,8.562764723,8.676336561,7.786475127,8.14598906,7.05420192,9.087108886,8.571992646,7.789485807,7.272922778,7.883583359,7.122312249,7.178794598,8.932065982,7.978488557,8.116693345,7.245985229,7.847490147
DTYMK,1136_at,7.146197761,6.599489638,6.525586038,7.452399865,6.533406134,7.637231489,4.878311374,6.5330568,7.921666075,7.174176374,7.201315994,6.92707057,6.953363554,6.515707768,5.907488873,6.998926396,6.456432047,6.299395892
SLC20A2,1137_at,6.355048156,7.445173654,7.323076863,6.540981892,7.829388428,5.47936426,3.004889979,6.449424665,6.781424917,6.91179481,6.654502512,6.229684459,6.018277712,8.521619964,7.588945429,6.753633405,5.823067142,5.717939193
SLC20A1,1138_at,7.785728823,7.620753964,8.036277613,7.770442716,7.390272784,7.556753867,7.666919904,8.057398644,6.837135742,7.731503487,7.027813599,7.613279334,7.614688258,6.355048156,7.757872622,7.142277712,7.889006696,7.407453325
GNA13,1139_at,2.596703315,4.905967566,1.254800702,3.209289135,3.718831194,1.102020039,2.079858388,4.839981714,4.559066757,3.967785786,5.332688379,2.277160083,2.927225164,4.076226385,2.310875039,4.435314196,3.253273875,4.299507711
MAPT,113_i_at,4.973785421,4.773955846,5.738639032,5.595242645,6.111046501,5.188450993,5.86723216,4.087403585,5.690899279,5.069054699,5.395671435,2.596703315,4.919075936,6.978502295,5.240266961,5.978451152,4.515784582,5.556060409
ITGAE,1140_at,5.346528073,6.322030101,3.183876192,6.235654365,6.157651698,6.731456544,4.002111061,5.101818264,6.282608299,6.419960512,6.566852181,6.607237008,5.129632256,7.064228184,6.259359577,6.441373913,5.525635471,5.550283574
MC5R,1141_at,6.324950817,6.628852141,6.418329242,6.558642037,6.591594687,6.945008513,8.340204453,7.332360772,6.889670524,6.633040417,6.583466298,6.727459294,6.586732183,6.862113488,6.631271157,6.789407737,7.363704571,6.885367722
TIGR: HG3432-HT3618,1142_at,4.117073454,5.258471722,5.133254496,5.996337302,7.384641538,6.972754641,7.374248333,7.05186093,6.58835645,6.862113488,6.27699189,6.18157291,5.267209986,6.596131974,6.326336281,5.939114255,6.036936418,7.525722761
FGFR2,1143_s_at,6.852531202,6.690141422,6.073668432,6.338472925,4.176674344,6.685925715,3.745346505,6.670849393,7.106738924,7.250908524,7.167687058,7.223467915,6.689313076,3.945497068,5.000905712,6.514005529,6.111714817,7.444827618
FGFR2,1144_at,3.043003007,5.782743038,3.753133898,5.621246746,5.947142123,3.587961063,5.985540907,5.830205791,3.675143305,2.854296319,3.105742021,5.161048105,3.674449364,4.267668704,5.34970998,4.486966404,3.786122703,4.849463464
FGFR2,1145_g_at,6.334037503,4.698240574,3.910491265,4.639829015,4.245381687,4.085587006,4.614997364,4.536465338,6.308782023,6.67858492,7.242621295,5.539249387,3.715965629,4.364962758,4.130023083,4.781783386,4.316512544,5.895941012
CD4,1146_at,5.981116244,4.785713619,4.947687322,5.589358997,5.956198794,4.267199219,5.023602292,4.345950395,5.339230782,4.05113291,3.373990661,5.735122947,4.986773173,5.746470644,4.510474323,3.894989408,4.147674576,4.355320756
NR2F1,1147_at,6.98649149,7.396852013,6.802326798,6.121937997,5.933179692,4.635324372,3.722287269,6.022930332,6.602758792,6.561322085,6.852883108,6.296432628,8.265121743,4.011530948,5.234315296,7.832603752,6.530808935,6.702143554
NRG1,1148_s_at,6.125740035,4.629528977,3.478182419,5.458930909,5.384283308,2.295270951,7.275192765,6.822619623,4.780076607,5.472490353,4.989536626,5.22224654,5.651136311,5.321845989,4.165877191,4.832031832,3.34674316,3.505592689
TFEB,1149_at,2.106059425,3.288168741,2.031368238,2.420427313,2.161450048,1.824903934,2.538359053,2.890350691,2.975471797,2.65479998,2.49978897,2.383209757,2.927225164,2.657536023,2.828873327,2.104863071,2.784813082,4.177596729
MAPT,114_r_at,4.532518106,3.127723494,1.931624765,2.592659875,3.004889979,3.206006412,2.97606551,4.087403585,2.662815701,2.594507295,2.065816861,2.535777306,4.967114574,2.552429796,2.722610126,3.760007445,2.491040536,2.67888715
PTPRE,1150_at,5.565930788,5.572893773,4.536465338,4.610177448,5.873621628,3.808943776,6.242834271,6.235654365,5.796651935,5.115685055,5.966160582,6.493566901,4.585162894,6.289346371,6.158930488,5.520855014,5.10304339,5.780550761
RPL22,1151_at,10.60816252,10.23570247,10.08848157,9.945595196,9.963369712,9.70971325,9.381911006,9.71909931,9.813762179,10.38599258,10.46823169,10.07404648,10.3457003,10.24254184,9.976173104,9.928202472,10.70905596,10.56526308
CGB2,1152_i_at,6.04236486,4.926805759,5.156852174,5.612587241,3.357039006,5.971880925,6.422295025,1.46360344,5.927754446,2.882214752,3.004889979,5.215900622,3.421768937,5.749296261,6.042463412,6.156191754,3.845750865,2.610923047
CGB2,1153_f_at,6.578837807,5.894828769,6.321424845,6.200628102,6.329289747,6.603000322,7.016319141,6.4466764,6.793560794,6.148698142,5.949134219,6.033791837,6.231812345,6.399144096,6.234846381,6.001472225,6.641261524,5.960521833
EIF2S1,1154_at,7.429208468,8.03749372,7.336819121,8.413057747,7.607479306,8.207321481,8.553438928,7.57049481,7.843155868,7.879381079,8.028168725,7.961945442,6.650541737,7.799800353,6.938044546,7.414062161,7.648562193,7.18983102
MYCL2,1155_at,7.180274914,6.835798579,6.950627235,7.354986479,7.663250975,7.414062161,8.865141497,6.695578909,7.334448002,7.249071183,6.92360915,7.285634024,6.177042834,7.16673445,7.086058954,7.223136456,5.988063922,7.835875789
SP1,1156_at,3.366569847,3.878385452,2.745631456,3.170676226,3.204143559,4.155929563,5.072723231,3.915918436,6.202283654,4.741904478,4.446442724,3.428176099,3.659796505,4.617639149,2.626351464,3.910491265,3.660997404,6.291360557
IFNAR1,1157_s_at,5.968145042,5.637765833,2.957241146,5.631112061,4.695024754,4.747604509,2.366719743,2.981552739,5.489879295,5.200335274,6.164812235,4.816206896,5.546188403,1.687978358,5.519257335,4.128517279,3.845750865,5.597221723
CALM3,1158_s_at,8.851782299,9.457227194,9.62428307,9.057884564,9.028490819,8.540087827,7.905121403,8.399440462,8.338700673,8.987613706,9.095538372,8.482211318,9.320769404,9.155930516,9.674316659,9.622190941,8.969938947,9.237443266
IL7,1159_at,4.690965358,4.938404204,2.902489718,4.042274148,2.668986797,2.946403066,1.434398892,5.208513425,4.412235329,4.680207844,5.298739037,3.835558335,5.123418993,3.471119636,2.684070962,1.408611034,3.123986592,5.281818912
THBS1,115_at,6.641261524,9.129449611,4.407757329,7.901811374,8.373860858,7.979566233,10.55865511,9.67623712,6.833117732,4.479166635,7.160336104,4.918988341,3.894512102,8.779488959,8.479599643,4.204887244,7.285634024,3.201395888
CYC1,1160_at,9.177039479,9.401026384,9.283728835,9.033085584,10.18647704,9.067738876,8.411291929,8.880433869,9.437633262,8.928066512,9.040081609,8.590630321,8.474281209,9.77599453,9.338776842,8.960006271,8.84506931,8.947815822
HSP90AB1,1161_at,12.31180055,11.22809191,12.00896231,11.55532942,12.02386835,11.06006943,12.1628233,11.43007437,12.14057111,11.75462031,12.27020201,11.9792257,11.35607876,12.23374296,11.46720869,11.43892972,11.73228517,11.85045219
GNL1,1162_g_at,7.963809808,7.027998168,7.565106529,7.087485472,7.291800157,6.606603866,7.218826615,7.583481547,8.06307506,6.800241058,7.692565737,7.496603197,7.51692952,7.942088719,7.324006963,7.293315343,7.55300265,7.561424714
PIK3CB,1163_at,6.373148613,4.866736618,5.49380164,5.44505985,5.435398174,5.275422339,6.256936213,6.123963439,6.208717176,5.504497084,5.482660915,5.988298196,4.09502994,4.655033582,5.110026659,6.040958438,6.090597467,5.672320275
UBE2D1,1164_at,5.990691146,6.164233203,6.034977405,6.361254958,6.874667646,6.321782219,6.152806559,5.319442002,5.923613138,6.043109286,6.698906991,5.961452328,5.819169733,6.127827116,5.92250727,6.448870438,5.853748168,6.278726641
IL18,1165_at,5.731383172,3.471119636,5.250849637,5.160142542,4.55067083,5.061148256,1.766499818,4.791561922,2.920383729,5.404302429,5.432815472,4.164571975,3.859458514,5.117966202,4.631018374,5.75382526,5.99974057,5.215900622
PSMD2,1166_at,9.482446083,9.692517259,9.937704183,9.560882729,9.519679464,9.305699264,9.889321527,10.03035965,9.386050738,9.344043862,9.377627002,9.833409091,8.975248114,10.01537613,9.347036663,9.258843191,9.616781163,9.376599433
MMP15,1167_s_at,7.969340246,8.264229507,7.672021466,8.420579121,8.654018892,8.815998665,9.764329683,8.566785676,8.385137557,8.12459232,8.490856578,7.659174595,7.937541101,8.774464811,8.308154908,8.18155695,8.741115838,8.808942826
PCDHB17,1168_at,2.699406776,2.488921038,4.258862119,2.683560447,5.919750544,3.371178207,4.921514548,3.413845881,3.689581134,4.14547446,5.129367298,5.161048105,3.100099856,6.071566513,5.913904961,4.761699658,3.414252736,2.029748996
PCDHGB7,1169_at,6.149677923,5.947520402,6.058786424,6.718594398,6.966991992,6.891908424,7.71935732,7.31707123,6.824824638,5.959056881,6.115921269,6.05661233,4.254286856,6.588063205,6.359114477,5.809975477,7.13615576,6.041441136
PRKAR2A,116_at,5.215997305,5.576973005,4.966969112,6.278993569,5.404913479,6.538188657,6.549213786,5.561620342,6.149141336,5.794443867,5.156385273,6.528190528,6.027685821,5.894116025,5.422315051,6.134182699,6.600223622,5.788894333
CSF1,1170_at,5.803756252,6.417114174,6.034977405,6.250734347,6.885576106,6.642968375,7.637560162,7.009439865,6.331595957,6.252109731,6.512149313,5.961452328,6.309050284,6.193866759,6.317752817,6.822122383,6.678391699,4.388589386
POU2F1,1171_s_at,6.505884831,6.956471022,6.877434021,4.375149112,5.60357898,6.71529636,7.453362021,6.367381757,2.716456622,6.225010505,5.010171931,7.182884302,7.483439074,6.140950469,7.383476996,7.050942938,7.448885614,6.607558682
SAT1,1172_at,3.927132675,5.691924496,3.636119493,3.552340544,3.622606872,3.032338138,4.743942756,3.427210788,4.832473765,3.758632821,3.979059279,4.420871206,3.959865382,4.435515073,3.428176099,4.204887244,4.547557108,3.89145245
SAT1,1173_g_at,11.79188593,10.67820228,9.932259436,11.64747052,10.59411284,11.42359695,11.61333725,10.42095256,10.41650751,11.21155842,12.07428445,11.36692118,11.25049744,10.81771324,10.9899535,10.54792444,11.32001133,11.63891125
MOS,1174_at,2.812522785,2.980476887,3.132484241,2.218963331,2.191186243,3.067977165,3.552340544,3.842181017,3.067977165,2.828873327,1.972149263,2.383209757,2.544224545,3.189246755,3.33272933,3.110500255,2.675159901,1.884474929
CYP2C8,1175_s_at,4.704633978,3.524096997,4.741904478,4.542981307,5.684759056,5.34564861,5.401321813,3.251125331,4.750696347,3.567962912,5.323809569,3.386650326,3.859458514,4.833529773,3.676880037,2.453294172,2.809618093,2.343487698
ITGB3,1176_at,5.429508711,6.145361379,6.256833737,5.801720778,6.641018641,5.669807649,4.823052902,6.729519291,6.39375953,5.976812516,6.139579587,6.674555906,5.854608388,6.613939729,6.580279867,4.06527093,5.2175606,5.981116244
TIGR: HG2465-HT4871,1177_at,6.686045687,5.55867424,6.380026423,6.91850408,6.289586988,6.633207668,7.53944446,6.434703264,6.510984041,6.894961008,6.974883277,6.846968803,6.776187682,6.743921584,6.194833082,6.761609413,7.007466356,6.522887338
DHFR,1178_at,4.05724813,3.504207517,4.116163058,3.479791182,2.52332827,4.322501223,4.028037869,1.333022845,4.91197448,4.402762443,5.175563204,3.201395888,3.13158917,4.690373361,3.875255981,2.477443286,3.584104042,3.367322432
